Movie_ID,Title,Genre,Release_Year,Duration,Rating,IMDb_Rating,Votes,Director,Country,Language,Budget,Revenue,Date_Added,Age_Rating,Cast,Production_House
NF9964,  BlacKkKlansman  ,sci-fi,1993,167 min,5.7,9.8,733151,,South Korea,Japanese,$181206608,0,20190212,R,"Pedro Pascal, Florence Pugh",DreamWorks Animation
NF7525,The Wrong Missy,Crime,2014,2h 34m,8.3,3.5,725419,Quentin Tarantino,Germany,FRENCH,165283193,852013297,21/01/2020,TV-PG,"Scarlett Johansson, Viola Davis, Michael B. Jordan",New Line Cinema
NF7557,Hell or High Water,Action,2001,139,6.9,3.0,1202049,James Gunn,U.S.,ITALIAN,145685222,1329079633,16/12/2024,PG,"Viola Davis, Zendaya, Chris Evans, Leonardo DiCaprio",Legendary Pictures
NF6243,Lady Bird,Drama,2018,121mins,4.9,8.7,813160,Coen Brothers,India,hindi,"$30,353,030",1169655964,"August 8, 2017",G,"Pedro Pascal, Zendaya, Florence Pugh",DreamWorks Animation
NF4613,Crip Camp, Documentary,2019,196,4.6,8.6,1725240,Steven Spielberg,Italy,Ger,-500000,1613602162,20180528,TV-PG,"Viola Davis, Brad Pitt, Adam Driver",Walt Disney Pictures
NF8816,Flee,CRIME,2011,80mins,5.0,7.3,1225725,Patty Jenkins,Japan,hindi,,707113690,2020-07-26,NR,"Oscar Isaac, Adam Driver, Michael B. Jordan, Viola Davis",Focus Features
NF4476,The Social Network,Comedy,2011,82,5.2,8.3,145145,Park Chan-wook,usa,Japanese,128176061,1864129910,20240805,TV-MA,"Margot Robbie, Robert De Niro",Marvel Studios
NF2626,Forrest Gump,drama,2023,97mins,5.2,7.1,"153,842",Peter Jackson,Italy,JAPANESE,,808354572,20181015,TV-MA,"Lupita Nyong'o, Adam Driver",Focus Features
NF6076,The Hand of God,Action,2008,133,4.3,,"468,607",Wes Anderson,India,German,192127889,"940,016,875",21/10/2024,NC-17,"Michael B. Jordan, Morgan Freeman, Oscar Isaac",Blumhouse Productions
NF3913,Se7en, Romance,2012,192,7.9,9.1,1840303,Paul Thomas Anderson,UK,japanese,,,"March 10, 2019",PG-13,"Ryan Reynolds, Will Smith",Universal Pictures
NF2209,Hell or High Water,"Animation, Drama",2007,92 min,6.2,5.8,1065755,Alfonso Cuaron,Japan,FRENCH,190668957,1431204321,19/03/2015,NC-17,"Ryan Reynolds, Sandra Bullock, Robert Downey Jr., Natalie Portman",DC Films
NF6448,The Favourite,"Animation,",2024,187,7.0,4.2,1039032,Taika Waititi,Germany,KOREAN,171548569,1677992830,2017-05-12,NR,"Robert De Niro, Michael B. Jordan, Leonardo DiCaprio, Sandra Bullock",Amazon Studios
NF5340,Demon Slayer Mugen Train ,"Comedy,",2012,198mins,9.0,7.1,774180,Stanley Kubrick,United Kingdom,Italian,$136323362,920450374,2017-01-20,NR,"Adam Driver, Chris Evans",A24
NF7910,,Thriller,2024,175,4.8,3.6,461356,Coen Brothers,U.S.,Kor,$235772216,1195139326,20230811,PG-13,"Jodie Foster, Florence Pugh",Marvel Studios
NF6074,Venom Let There Be Carnage,"Action, Drama",2000,,9.1,4.6,1741458,David Lynch,U.K.,ENGLISH,"$156,122,523",1106897130,17/10/2018,G,"Florence Pugh, Lupita Nyong'o, Natalie Portman",Amazon Studios
NF1355,Malignant,Thriller ,2013,139mins,7.2,3.2,721390,Guillermo del Toro,France,Italian,231547068,717617540,02/08/2021,NR,"Robert De Niro, Jodie Foster, Julia Roberts, Chris Evans",Marvel Studios
NF5451,Old,"Thriller,",2013,185mins,5.0,4.3,853508,Taika Waititi,Italy,ENGLISH,$107803241,584808491,20181021,NC-17,,Columbia Pictures
NF9020,Ford v Ferrari (Extended Collector's Edition with Bonus Features and Director's Commentary),Sci-Fi ,2022,128mins,6.3,5.4,1459589,,UK,hindi,"$42,632,062","97,175,201",2017-04-27,PG-13,"Ana de Armas, Denzel Washington, Adam Driver",
NF8563,Da 5 Bloods,"Sci-Fi, Drama",2019,185 min,6.1,8.9,800074,Denis Villeneuve,US,spanish,49867862,"35,295,890",05/08/2021,R,"Oscar Isaac, Timothée Chalamet",Pixar Animation Studios
NF2522,The Unforgivable,Drama,2020,119mins,6.6,-1.0,474817,Alfred Hitchcock,France,hindi,174000391,"1,827,574,163","February 23, 2019",R,"Zendaya, Chris Evans",Amazon Studios
NF9012,Parasite (Extended Collector's Edition with Bonus Features and Director's Commentary),Adventure/Comedy,1992,2h 33m,7.8,9.3,1437127,Wong Kar-wai,US,japanese,"$155,467,671",953492181,2021-12-18,TV-14,"Viola Davis, Brad Pitt",Lionsgate
NF1197,No Time to Die,"Comedy,",2016,163,6.6,3.5,29026,Stanley Kubrick,US,Hin,108485521,,2023-09-20,PG,"Brad Pitt, Will Smith, Morgan Freeman",Marvel Studios
NF9277,No Country for Old Men,"Adventure, Drama",2099,1h 24m,,,1353422,Martin Scorsese,France,japanese,"$109,126,213","548,504,341",14/03/2018,PG-13,"Oscar Isaac, Denzel Washington",Lionsgate
NF6792,Dunkirk,Comedy ,2024,72mins,8.2,8.2,1252107,Wong Kar-wai,South Korea,Ger,117834847,350718564,08/07/2021,TV-14,"Chris Evans, Margot Robbie, Ryan Reynolds, Zendaya",Paramount Pictures
NF1375,Parasite,Sci-Fi ,2014,188mins,7.0,9.7,"1,059,038",Billy Wilder,Germany,HINDI,$46098107,"1,085,238,105",16/12/2015,G,"Sandra Bullock, Leonardo DiCaprio, Charlize Theron",
NF8580,Tenet!!!, Fantasy,2005,122,5.9,8.5,821408,Jane Campion,Italy,korean,$19840841,"808,760,776",2023-07-01,NC-17,"Ana de Armas, Margot Robbie, Zendaya",Universal Pictures
NF4640,,"Crime,",2099,180mins,7.6,6.1,"1,351,759",Billy Wilder,Germany,ITALIAN,168702142,50340213,"December 1, 2022",NR,"Dwayne Johnson, Leonardo DiCaprio, Zendaya",Blumhouse Productions
NF6402,,Adventure/Comedy,2024,180,7.3,6.3,1039120,J.J. Abrams,Germany,French,168987132,1206899056,2022-05-13,R,"Brad Pitt, Leonardo DiCaprio, Meryl Streep, Morgan Freeman",Blumhouse Productions
NF3227,The Green Mile,Romance,1990,2h 43m,7.8,7.1,1272814,Wong Kar-wai,France,italian,93978840,477973146,2023-12-21,PG,"Morgan Freeman, Brad Pitt",Walt Disney Pictures
NF1478,A Quiet Place Part II,ROMANCE,2016,,4.1,9.5,1597871,,USA,Japanese,141399472,"194,617,226",20200319,G,"Ryan Reynolds, Cate Blanchett, Michael B. Jordan",Apple TV+
NF8091,Army of Thieves,DOCUMENTARY,2001,,7.3,9.0,1277252,Akira Kurosawa,South Korea,Hin,37592413,1503369221,"May 27, 2023",TV-MA,"Will Smith, Sandra Bullock, Ryan Reynolds, Viola Davis",Columbia Pictures
NF1376,Alex Rider,Sci-Fi  ,2016,77mins,5.2,9.8,1272507,Wong Kar-wai,South Korea,german,151133438,1795334588,20190112,PG,,Columbia Pictures
NF7644,Boys State,"Adventure, Drama",2009,1h 26m,8.3,4.9,1983523,Akira Kurosawa,United Kingdom,Hin,30178287,,20150226,PG,"Will Smith, Tom Hanks",DC Films
NF9161,No Country for Old Men,Horror | Thriller,2005,75 min,8.4,8.4,,Zack Snyder,Japan,FRENCH,35731164,"1,917,531,380",23/06/2018,NC-17,"Lupita Nyong'o, Julia Roberts, Meryl Streep, Natalie Portman",Blumhouse Productions
NF5251,Once Upon a Time in Hollywood,Drama,2019,2h 2m,7.8,5.4,1666768,Chloé Zhao,France,spanish,$136057793,1211882645,03/10/2018,TV-14,,Warner Bros.
NF8366,Lady Bird,Romance,2014,98,4.1,4.9,"699,971",Peter Jackson,UK,spanish,90384018,1459171931,"March 22, 2021",NC-17,"Angelina Jolie, Margot Robbie, Oscar Isaac",Apple TV+
NF4529,Onward,Animation  ,2007,95 min,7.0,3.6,"149,330",Paul Thomas Anderson,Germany,English,244429907,222857389,"January 10, 2021",PG,"Denzel Washington, Dwayne Johnson",20th Century Studios
NF8245,6 Underground ,Comedy  ,2003,1h 35m,4.2,5.2,68749,David Lynch,U.K.,GERMAN,75703989,"668,353,182",2020-09-18,PG,"Cate Blanchett, Dwayne Johnson, Pedro Pascal",Walt Disney Pictures
NF7542,Avengers Endgame!!!,Documentary,2009,190mins,4.4,4.9,1459207,James Cameron,Italy,hindi,"$25,409,466",0,"August 17, 2024",TV-MA,"Cate Blanchett, Al Pacino",Warner Bros.
NF2437,Home Sweet Home Alone,Action/Comedy,1997,72mins,7.3,3.4,1340378,Martin Scorsese,France,ENGLISH,$185333800,"988,088,587","October 15, 2020",TV-MA,"Robert De Niro, Julia Roberts",Universal Pictures
NF8833,The Favourite, Action,2004,160mins,7.6,,770207,Zack Snyder,U.K.,Spanish,86063394,"1,518,604,784",02/12/2022,TV-PG,,Pixar Animation Studios
NF2447,The Mitchells vs the Machines,Horror | Thriller,2004,166 min,4.5,7.9,1941467,Darren Aronofsky,South Korea,hindi,,"1,232,343,913",20180207,TV-14,"Timothée Chalamet, Charlize Theron",20th Century Studios
NF1385,The Wrong Missy (Extended Collector's Edition with Bonus Features and Director's Commentary),Documentary  ,2016,3h 8m,4.9,3.2,654434,Akira Kurosawa,Japan,German,$83441352,585738436,11/03/2022,NC-17,"Ana de Armas, Jodie Foster, Meryl Streep",DC Films
NF6966,tick tick BOOM,Horror | Thriller,2021,1000,6.0,8.6,977871,Christopher Nolan,France,Spanish,121850063,1321539162,05/01/2024,NC-17,"Chris Evans, Cate Blanchett, Tom Hanks, Will Smith",Apple TV+
NF5221,Rebecca,Sci-Fi,2010,1000,7.9,4.0,1829641,Paul Thomas Anderson,France,spanish,69557681,217917710,"February 6, 2017",NR,"Cate Blanchett, Angelina Jolie, Charlize Theron, Ryan Reynolds",A24
NF1227,In the Heights,HORROR,2007,196mins,,8.9,1853013,Martin Scorsese,U.K.,Ger,11059623,1471665080,"January 10, 2015",R,"Zendaya, Ana de Armas",Apple TV+
NF5880,Minari,Horror,2005,95,7.0,7.6,"379,420",Quentin Tarantino,Japan,italian,174703498,,"October 26, 2021",PG-13,"Brad Pitt, Timothée Chalamet, Zendaya",Apple TV+
NF4470,My Hero Academia World Heroes Mission!!!,"Action, Drama",2008,N/A,9.1,4.1,532352,Tim Burton,South Korea,Ger,79166962,"1,562,656,148",03/01/2021,TV-14,"Pedro Pascal, Adam Driver, Will Smith, Denzel Washington",Paramount Pictures
NF4308,Interstellar,Adventure,2099,142mins,5.3,5.4,1861805,Darren Aronofsky,France,Fre,178623541,"801,136,707",20221228,TV-14,"Denzel Washington, Viola Davis, Leonardo DiCaprio, Dwayne Johnson",New Line Cinema
NF9707,Se7en!!!, Adventure,2022,98mins,,3.8,572854,Kathryn Bigelow,France,Hin,$157973860,1076221695,09/03/2022,R,"Will Smith, Oscar Isaac, Lupita Nyong'o",New Line Cinema
NF3544,I Care a Lot,CRIME,1990,143mins,4.7,8.5,1736804,Francis Ford Coppola,India,SPANISH,72981965,523730451,20170626,G,"Charlize Theron, Al Pacino, Tom Hanks",Amazon Studios
NF7855,Schindler's List, Comedy,1990,84,9.1,5.7,669385,Alfonso Cuaron,U.S.A,ITALIAN,29067861,,20180418,R,"Leonardo DiCaprio, Meryl Streep",Universal Pictures
NF1550,Murder Mystery,Romance | Thriller,2019,188mins,7.0,6.6,1263814,James Cameron,India,Korean,$195177048,1250745906,"December 23, 2016",NC-17,"Timothée Chalamet, Ryan Reynolds, Dwayne Johnson",A24
NF8191,Black Swan!!!,Thriller | Thriller,2004,,9.3,3.2,1867916,Taika Waititi,Germany,Eng,7419542,605341468,24/07/2024,PG-13,"Ryan Reynolds, Robert De Niro, Adam Driver",Lionsgate
NF6685,  Roma  ,Fantasy  ,2001,100 min,9.3,5.9,1455417,Jane Campion,France,Korean,$28325027,,2019-12-04,NR,"Michael B. Jordan, Denzel Washington, Leonardo DiCaprio",
NF5317,Judas and the Black Messiah,"Drama,",2023,191mins,8.4,5.4,751102,Chloé Zhao,U.K.,German,$224710195,"1,068,393,915",2023-12-03,G,"Adam Driver, Tom Hanks, Sandra Bullock",New Line Cinema
NF6940,Promising Young Woman, Action,2005,98mins,6.3,3.1,,Billy Wilder,United Kingdom,GERMAN,"$228,457,390",357400684,"July 2, 2017",R,"Michael B. Jordan, Margot Robbie",Marvel Studios
NF7893,A Castle for Christmas,Sci-Fi  ,2019,92mins,6.9,5.6,520614,Denis Villeneuve,Britain,ENGLISH,213181023,417680313,2017-04-04,R,"Morgan Freeman, Florence Pugh, Timothée Chalamet",Universal Pictures
NF1942,The Silence of the Lambs,FANTASY,2017,117,6.5,8.0,1622876,Taika Waititi,Italy,Ger,,1307496100,"June 21, 2015",NC-17,"Scarlett Johansson, Will Smith, Meryl Streep",Lionsgate
NF7060,A Quiet Place Part II,"Sci-Fi, Drama",2007,72,4.6,6.4,1544279,Sam Raimi,USA,french,232453797,651263152,"June 24, 2015",G,"Pedro Pascal, Tom Hanks, Cate Blanchett",Apple TV+
NF1699,Parallel Mothers,"Action,",1990,127mins,9.0,3.7,995736,Chloé Zhao,France,French,88649309,,19/02/2022,TV-MA,"Ryan Reynolds, Dwayne Johnson, Viola Davis",
NF9547,Those Who Wish Me Dead,Action | Thriller,2019,180mins,,7.3,1230523,Tim Burton,U.S.A,ITALIAN,$28907817,1605775843,"December 27, 2018",TV-PG,"Al Pacino, Ana de Armas, Angelina Jolie, Charlize Theron",Universal Pictures
NF2386,Get Out,Adventure,1998,181mins,7.2,3.7,1826347,Darren Aronofsky,Italy,Japanese,$91351385,523395302,"September 4, 2015",TV-MA,"Robert Downey Jr., Ana de Armas, Michael B. Jordan",
NF7175,The Green Mile,Thriller  ,2023,,5.4,9.3,1890163,Patty Jenkins,United States,Italian,"$15,102,676",335270488,2021-11-10,G,"Tom Hanks, Meryl Streep",Paramount Pictures
NF1582,Bad Boys for Life,Romance ,2002,90 min,6.5,4.3,,J.J. Abrams,U.K.,KOREAN,26327419,964601593,20240112,NC-17,"Jodie Foster, Robert De Niro, Adam Driver, Sandra Bullock",Netflix Originals
NF2873,The Umbrella Academy,Action,2023,112mins,6.7,4.4,409992,Jordan Peele,Germany,spanish,9235308,"505,586,867",15/05/2021,NC-17,"Zendaya, Margot Robbie, Florence Pugh",Apple TV+
NF4430,A Castle for Christmas,Crime  ,1995,N/A,9.0,6.1,554010,Chloé Zhao,France,ENGLISH,$182168132,1586103006,20160228,G,"Al Pacino, Jodie Foster",Legendary Pictures
NF3944,Titane,"Fantasy, Drama",1890,179mins,7.5,9.5,798127,Martin Scorsese,South Korea,korean,36975797,1623023154,2018-12-22,TV-14,"Lupita Nyong'o, Tom Hanks, Cate Blanchett",Netflix Originals
NF5602,Thunder Force, Crime,2018,125mins,9.4,8.8,340253,Jane Campion,South Korea,Hin,32005466,0,19/08/2015,NC-17,"Lupita Nyong'o, Ryan Reynolds, Viola Davis",Legendary Pictures
NF2225,Tom and Jerry,"Adventure,",2010,120 min,6.7,5.9,"359,006",Sam Raimi,Japan,German,$173282939,1236532474,2015-08-10,TV-14,"Meryl Streep, Charlize Theron",Paramount Pictures
NF7992,Gladiator,Horror | Thriller,2001,70,,8.7,288933,Taika Waititi,U.K.,Spa,115895560,449655549,2021-06-03,TV-MA,,Blumhouse Productions
NF7799,The Shawshank Redemption, Romance,2010,198mins,9.0,6.1,514148,Greta Gerwig,Germany,hindi,200854823,1365066750,28/09/2017,R,"Julia Roberts, Ana de Armas",DC Films
NF7945,Malignant,Horror ,2022,144mins,,4.5,1050168,Steven Spielberg,India,JAPANESE,83048399,188390100,"July 18, 2023",NC-17,,New Line Cinema
NF5536,The Harder They Fall,"Documentary, Drama",2004,2h 38m,9.3,8.4,640400,Greta Gerwig,Germany,French,137900236,1272384139,2017-07-13,G,"Margot Robbie, Scarlett Johansson",Universal Pictures
NF3374,To All the Boys Always and Forever, Drama,2005,1h 30m,9.0,3.7,986423,Park Chan-wook,France,spanish,1919081,1879304408,"October 26, 2019",R,"Chris Evans, Denzel Washington, Florence Pugh",Marvel Studios
NF6157,Lady Bird,Crime ,2017,1000,8.7,,1349677,Coen Brothers,France,Ger,127087879,1475397680,"December 4, 2017",TV-PG,"Will Smith, Michael B. Jordan, Scarlett Johansson, Lupita Nyong'o",Universal Pictures
NF1953,Cherry,documentary,2006,2h 1m,4.6,4.0,1204281,Wes Anderson,Germany,english,"$67,471,690","1,887,261,756","April 12, 2016",PG,"Natalie Portman, Charlize Theron, Tom Hanks",Columbia Pictures
NF6119,Ron's Gone Wrong,"Adventure,",1890,194 min,5.7,8.2,1671021,Alfonso Cuaron,United Kingdom,korean,$87889165,827713089,2016-09-07,TV-14,"Morgan Freeman, Brad Pitt, Will Smith, Robert Downey Jr.",Blumhouse Productions
NF7384,, Horror,2010,,7.1,15.0,"1,457,767",Jane Campion,usa,GERMAN,$111867527,900409216,20170317,PG-13,"Robert De Niro, Jodie Foster, Tom Hanks",HBO Films
NF4982,Promising Young Woman (Extended Collector's Edition with Bonus Features and Director's Commentary),Drama ,1994,187mins,5.3,5.0,1651342,Greta Gerwig,India,english,"$77,924,955",,"October 12, 2020",NC-17,"Jodie Foster, Dwayne Johnson, Pedro Pascal, Adam Driver",Columbia Pictures
NF6090,The Harder They Fall, Crime,2017,192mins,9.1,,"654,454",Chloé Zhao,France,SPANISH,175587956,1993811832,2023-07-15,TV-PG,"Timothée Chalamet, Adam Driver",Apple TV+
NF9446,The White Tiger,ROMANCE,2009,156,6.7,6.2,,Sofia Coppola,Japan,Hindi,71777782,1681373506,"October 8, 2024",TV-PG,"Michael B. Jordan, Morgan Freeman",
NF2138,Birds of Prey, Romance,2018,117,9.4,4.1,1391690,Alfonso Cuaron,India,Spanish,"$127,975,788",1338068622,2016-05-11,G,"Tom Hanks, Sandra Bullock, Lupita Nyong'o, Pedro Pascal",Marvel Studios
NF9635,Welcome to Chechnya,DRAMA,1998,116 min,6.5,-1.0,1916898,David Fincher,South Korea,Ger,,1838127484,2021-04-06,NR,"Oscar Isaac, Ana de Armas, Will Smith, Scarlett Johansson",20th Century Studios
NF1986,,Comedy,2017,110mins,,6.4,"1,387,643",James Cameron,United Kingdom,Ger,167011640,1142518994,15/11/2024,NR,"Will Smith, Cate Blanchett, Jodie Foster",Lionsgate
NF1046,Tom and Jerry,Comedy ,2011,2h 2m,7.2,15.0,862295,Spike Lee,India,italian,39668888,"758,544,387",20181128,R,,Warner Bros.
NF2736,  Leon The Professional  ,CRIME,2099,,4.1,5.8,985268,Coen Brothers,India,Ita,119678264,1493131619,2015-05-04,G,"Julia Roberts, Jodie Foster, Leonardo DiCaprio, Timothée Chalamet",Legendary Pictures
NF4847,The Favourite,Drama ,2010,138mins,6.3,8.8,366166,Jane Campion,Germany,german,"$88,741,623",1807061208,2024-05-05,NR,"Robert Downey Jr., Natalie Portman, Adam Driver",Marvel Studios
NF9486,The Lost Daughter,Animation | Thriller,2024,122 min,9.0,6.9,,Patty Jenkins,Japan,Italian,102825070,,22/11/2020,NC-17,"Al Pacino, Tom Hanks, Lupita Nyong'o",Apple TV+
NF3705,Spiral,Sci-Fi ,1990,1000,7.3,4.9,126183,Guillermo del Toro,Germany,Spanish,"$233,067,595",1308471508,"April 3, 2020",TV-MA,"Tom Hanks, Ryan Reynolds",Paramount Pictures
NF6374,Little Women,fantasy,2011,182 min,5.8,3.6,448395,Kathryn Bigelow,Japan,Spa,136108640,1252969790,20210610,TV-PG,"Ana de Armas, Brad Pitt, Pedro Pascal, Morgan Freeman",
NF9330,Those Who Wish Me Dead,"Adventure, Drama",2013,136mins,9.0,4.9,1032613,Kathryn Bigelow,India,Hin,$158152275,"657,485,846",2021-05-26,TV-14,"Michael B. Jordan, Al Pacino",Pixar Animation Studios
NF3675,  I Care a Lot  ,Horror  ,1999,N/A,9.5,4.3,1378595,Patty Jenkins,Japan,SPANISH,116900896,1296336702,2018-02-09,PG,"Zendaya, Cate Blanchett, Charlize Theron, Brad Pitt",A24
NF9140,,Adventure,2019,N/A,8.6,7.3,126866,Denis Villeneuve,India,hindi,$62524421,1773402079,13/07/2018,G,"Dwayne Johnson, Timothée Chalamet, Ana de Armas",Pixar Animation Studios
NF8178,Candyman, Romance,2099,87,9.1,3.9,1824054,Jane Campion,France,german,"$237,621,337",1663919996,2021-06-08,R,"Lupita Nyong'o, Pedro Pascal, Natalie Portman, Tom Hanks",20th Century Studios
NF9502,THE DEVIL ALL THE TIME,adventure,2013,171mins,4.3,3.3,,James Gunn,Italy,ITALIAN,186611565,1513974811,17/11/2020,R,,HBO Films
NF5874,Three Billboards Outside Ebbing Missouri,Crime/Comedy,2015,120mins,6.8,5.8,498551,Taika Waititi,South Korea,Korean,221477687,"600,265,053",2020-05-24,TV-MA,"Charlize Theron, Angelina Jolie, Sandra Bullock, Meryl Streep",Focus Features
NF6566,Time, Comedy,2011,,4.8,,1319327,Jane Campion,France,ITALIAN,"$2,567,927",765133916,2021-09-16,G,"Ana de Armas, Cate Blanchett, Julia Roberts",DreamWorks Animation
NF2093,Outside the Wire,"Thriller, Drama",1997,N/A,8.2,6.1,1061394,Steven Spielberg,U.K.,JAPANESE,230219854,"81,220,465","May 4, 2015",PG-13,"Ana de Armas, Oscar Isaac, Cate Blanchett",Amazon Studios
NF8360,Halloween Kills, Thriller,2008,183,6.1,6.5,443739,Kathryn Bigelow,Italy,Italian,231817550,1823804928,2020-04-17,NR,"Cate Blanchett, Julia Roberts, Morgan Freeman, Scarlett Johansson",Focus Features
NF9745,,DRAMA,2017,1h 27m,8.2,6.1,537882,Chloé Zhao,South Korea,German,232203860,78130686,20201118,R,"Florence Pugh, Oscar Isaac",Focus Features
NF5233,Space Jam A New Legacy,Sci-Fi ,2001,,6.9,4.9,"1,304,321",J.J. Abrams,U.K.,japanese,"$14,403,670","170,044,040",19/07/2020,G,"Leonardo DiCaprio, Viola Davis, Florence Pugh",
NF3484,The Little Things,Drama ,2010,176mins,,,81670,Park Chan-wook,France,Spanish,56777113,780470423,20160304,TV-14,"Scarlett Johansson, Al Pacino, Sandra Bullock, Morgan Freeman",Apple TV+
NF6798,No Time to Die,Action,2004,160mins,8.9,-1.0,924877,Alfonso Cuaron,India,Jap,103572499,270001734,23/07/2017,PG,"Dwayne Johnson, Adam Driver, Leonardo DiCaprio",Blumhouse Productions
NF6335,tick tick BOOM,Adventure/Comedy,2007,128mins,8.7,4.0,742352,Wes Anderson,Japan,Jap,,118871780,20210621,TV-PG,"Tom Hanks, Sandra Bullock, Will Smith",Apple TV+
NF4454,A Beautiful Mind,"Drama, Drama",1999,N/A,5.9,6.2,814402,Wong Kar-wai,usa,ENGLISH,226767246,1369627104,"September 23, 2015",TV-14,"Brad Pitt, Angelina Jolie, Jodie Foster, Lupita Nyong'o",HBO Films
NF2418,Se7en,"Horror,",1993,166,5.0,7.9,202336,Martin Scorsese,Germany,Spa,107259210,1839726865,20210922,NR,"Morgan Freeman, Tom Hanks, Scarlett Johansson",Marvel Studios
NF5042,The Little Things, Thriller,1998,N/A,5.0,-1.0,473973,Bong Joon-ho,Germany,SPANISH,$118503776,"1,052,121,440",12/10/2020,NR,"Jodie Foster, Meryl Streep, Michael B. Jordan",New Line Cinema
NF9998,The Trial of the Chicago 7,Adventure,1995,184,9.0,15.0,1893593,Patty Jenkins,France,SPANISH,119105671,0,19/12/2018,NR,"Denzel Washington, Ana de Armas, Al Pacino",Legendary Pictures
NF6229,Three Billboards Outside Ebbing Missouri,ANIMATION,2017,,5.9,8.6,"228,084",Wong Kar-wai,India,Kor,-500000,1309048607,2018-10-22,PG-13,"Timothée Chalamet, Jodie Foster",Focus Features
NF5758,1917,Adventure,2021,153mins,8.7,7.3,"574,197",J.J. Abrams,Japan,korean,"$168,050,189",547268640,2024-10-20,G,,Warner Bros.
NF3436,The Shape of Water,Sci-Fi,1999,102mins,7.6,3.3,198868,Christopher Nolan,United Kingdom,Italian,144178488,"1,663,098,160",22/10/2023,TV-PG,"Robert De Niro, Al Pacino, Timothée Chalamet",Lionsgate
NF6367,A Hero,Horror/Comedy,2014,114mins,6.1,4.1,501658,Park Chan-wook,France,KOREAN,$60157405,691930133,17/03/2023,G,"Tom Hanks, Al Pacino, Florence Pugh",Focus Features
NF5172,Home Sweet Home Alone,"Thriller, Drama",2010,133 min,4.6,,257251,Paul Thomas Anderson,Italy,Hin,123371216,1490883100,"January 23, 2021",PG,"Sandra Bullock, Lupita Nyong'o, Jodie Foster, Michael B. Jordan",Columbia Pictures
NF3401,Get Out,drama,1998,191 min,,5.7,1633413,Jordan Peele,Italy,Jap,131910179,895433920,2017-03-17,TV-PG,"Robert De Niro, Will Smith",Universal Pictures
NF9487,Coming 2 America!!!,"Fantasy, Drama",2021,119mins,,5.0,65719,Zack Snyder,Japan,Jap,117804582,"812,583,261",20151106,TV-14,"Dwayne Johnson, Cate Blanchett, Meryl Streep, Robert Downey Jr.",Lionsgate
NF2474,A Boy Called Christmas ,Action,1995,168,4.8,7.7,957966,Zack Snyder,Italy,Eng,,723454972,20190927,NR,"Pedro Pascal, Robert Downey Jr., Michael B. Jordan",
NF9161,No Country for Old Men, Drama,2005,75 min,8.1,8.4,,Zack Snyder,Japan,FRENCH,35731164,"1,917,531,380",23/06/2018,NC-17,"Lupita Nyong'o, Julia Roberts, Meryl Streep, Natalie Portman",Blumhouse Productions
NF8590,Se7en,"Thriller, Drama",1998,135mins,4.8,-1.0,619266,Sofia Coppola,U.S.,english,139014960,1731001075,"January 10, 2021",PG-13,"Robert Downey Jr., Leonardo DiCaprio",Blumhouse Productions
NF3734,Coming 2 America,Crime,1999,178mins,5.2,3.6,656678,Patty Jenkins,U.S.A,Italian,180066129,271835120,"January 24, 2021",PG,"Chris Evans, Brad Pitt, Leonardo DiCaprio, Al Pacino",Lionsgate
NF8179,Leon The Professional, Action,1993,191mins,8.6,5.5,56305,Martin Scorsese,Germany,FRENCH,-500000,754815480,"March 4, 2024",NR,"Michael B. Jordan, Adam Driver, Al Pacino",Blumhouse Productions
NF6964,Birds of Prey,COMEDY,1995,186 min,8.2,5.5,1832936,Christopher Nolan,USA,HINDI,"$60,222,134",,20210921,TV-14,"Robert Downey Jr., Meryl Streep",DreamWorks Animation
NF1907,Gladiator,Fantasy,2013,164mins,5.6,8.3,1841521,Taika Waititi,South Korea,SPANISH,$169595638,"554,873,572",18/12/2019,TV-MA,"Charlize Theron, Pedro Pascal, Michael B. Jordan, Zendaya",A24
NF1121,Fear Street Part One 1994, Romance,2022,174mins,7.7,5.7,1591102,David Lynch,South Korea,french,$116183170,"14,807,235",17/07/2015,NR,"Al Pacino, Ryan Reynolds, Denzel Washington",DC Films
NF3496,The Lost Daughter,Sci-Fi | Thriller,2004,185mins,7.6,3.7,1170137,Taika Waititi,Britain,JAPANESE,$173620324,1133205642,"June 13, 2021",NC-17,"Robert Downey Jr., Florence Pugh, Oscar Isaac",Netflix Originals
NF8430,Joker, Documentary,1996,129 min,7.1,6.9,894932,Alfred Hitchcock,South Korea,spanish,,1895005555,17/07/2018,TV-MA,"Viola Davis, Ryan Reynolds",HBO Films
NF6184,A Star Is Born, Sci-Fi,1990,185mins,7.5,6.9,,Bong Joon-ho,France,japanese,$51813853,1238846799,27/06/2015,NC-17,"Robert De Niro, Oscar Isaac, Ana de Armas",Blumhouse Productions
NF5822,My Hero Academia World Heroes Mission,Adventure/Comedy,1992,96,5.5,3.6,182331,Jane Campion,U.S.A,Ita,"$60,874,437","1,476,339,572","November 28, 2015",NC-17,"Michael B. Jordan, Brad Pitt, Zendaya, Natalie Portman",Marvel Studios
NF1251,Leon The Professional (Extended Collector's Edition with Bonus Features and Director's Commentary),fantasy,2020,132mins,6.2,5.2,977898,Taika Waititi,India,HINDI,133986856,1724135557,07/06/2022,TV-14,,Pixar Animation Studios
